证券代码,证券简称,地域概念名称,板块代码,概念名称,收盘价(元),涨跌幅(%),涨跌(元),最高价(元),最低价(元),换手率(%),量比,成交量(股),成交额(元),最新股息率(%),总市值(亿元),流通市值(元),行业名称,分类
603698,航天工程,,,,21.46,4.07,0.84,22.34,21.0,5.29,1.39,28336939.0,615900034.0,0.61,115.02,11502345400.0,机械设备-专用设备-能源及重型设备,核心供应商
603699,纽威股份,,,,45.58,2.38,1.06,45.94,43.63,1.38,1.43,10454600.0,472575883.0,3.53,353.37,34556145542.24,机械设备-通用设备-金属制品,核心供应商
603703,盛洋科技,,,,8.55,1.3,0.11,8.74,8.55,1.95,0.96,8108200.0,70089495.0,-,35.48,3548097126.0,电子-光学光电子-LED,核心供应商
603722,阿科力,江苏,主板,"专精特新,新材料,燃料电池概念",28.7,-3.5,-1.04,29.7,28.5,1.93,0.68,1843000.0,53407237.0,-,28.05,2746593472.7,基础化工-化学制品-其他化学制品,专精特新
603725,天安新材,广东,主板,"创投,专精特新,新材料,比亚迪概念,新能源车,家居概念,装配式建筑,机器人概念,旧改",9.51,1.6,0.15,9.71,9.17,5.44,0.67,16594018.0,155982977.0,1.25,28.99,2899196536.8,轻工制造-家居用品-瓷砖地板,专精特新
603728,鸣志电器,上海,主板,"安防概念,半导体产业,专精特新,LED概念,融资融券,5G概念,标普道琼斯中国,转融券标的,节能照明,工业4.0,新能源车,智能座舱,智能制造,昨日触板,沪股通,空心杯电机,华为概念,小盘股,机器人执行器概念,人形机器人,无人驾驶,呼吸机,减速器,机器人概念",51.4,3.96,1.96,51.58,49.52,2.33,1.64,9740696.0,496994076.0,0.05,215.31,21530560500.0,电力设备-电机Ⅱ-电机Ⅲ,专精特新/核心供应商
603738,泰晶科技,湖北,主板,"北斗导航,半导体材料概念,胎压监测,专精特新,5G概念,芯片概念,华为海思概念,宁德时代概念,华为概念,创投,智能穿戴,6G,振荡器,光刻机,无人驾驶,MCU芯片,机器人概念,共封装光模块(CPO）,军工,融资融券,转融券标的,无人机,智能座舱,沪股通,汽车电子概念,被动元件概念,数据中心,26中报预增,小盘股,消费电子产业,人形机器人,比亚迪概念,碳基半导体,汽车芯片,TMT",28.92,-3.34,-1.0,30.98,28.65,10.76,1.36,41530718.0,1223320948.0,0.14,111.6,11159866268.64,电子-元件-被动元件,专精特新/核心供应商
603757,大元泵业,浙江,主板,"专精特新,海工装备,标普道琼斯中国,液冷概念,热泵,工程机械概念,新能源车,燃料电池概念,水利建设,沪股通,商业航天,数据中心,氢能源,储能概念,航天装备概念,核电概念,地热能,26中报预减",50.65,-2.82,-1.47,53.33,49.65,4.27,0.77,7969831.0,407464474.0,1.38,94.49,9448618668.35,机械设备-通用设备-其他通用设备,专精特新/核心供应商
603773,沃格光电,,,,68.8,2.81,1.88,73.61,68.76,9.18,1.29,20621014.0,1475579599.0,-,154.63,15457889950.4,电子-光学光电子-面板,核心供应商
603778,国晟科技,,,,9.04,6.35,0.54,9.35,8.64,12.49,1.44,80262252.0,728680484.0,-,59.67,5811428563.68,电力设备-光伏设备-光伏电池组件,核心供应商
603786,科博达,上海,主板,"车联网(车路协同),专精特新,融资融券,转融券标的,新能源车,智能汽车,沪股通,小鹏概念,汽车电子概念,小盘股,汽车零部件概念,比亚迪概念,无人驾驶,并购重组,纳入富时罗素,传感器,含可转债",43.55,2.76,1.17,43.69,42.2,0.63,1.08,2534993.0,109889773.0,1.42,175.88,17587959285.0,汽车-汽车零部件-汽车电子电气系统,专精特新
603789,ST星农,,,,5.92,4.23,0.24,6.02,5.59,1.97,1.01,5123300.0,29941436.0,-,15.7,1539200000.0,机械设备-专用设备-农用机械,核心供应商
603806,福斯特,,,,14.67,0.89,0.13,14.86,14.48,1.22,1.0,31880658.0,467150994.0,1.02,382.7,38270299448.34,电力设备-光伏设备-光伏辅材,核心供应商
603809,豪能股份,四川,主板,"专精特新,新能源车,特斯拉,水利建设,军民融合,汽车零部件概念,机器人概念,成飞概念,军工,大飞机,航空发动机,融资融券,华为汽车,转融券标的,无人机,沪股通,商业航天,铁路基建,小米汽车,人形机器人,航天装备概念,比亚迪概念,高铁,减速器,含可转债",9.67,2.11,0.2,9.7,9.45,1.36,0.86,12519853.0,120734225.0,1.55,88.99,8899192763.69,汽车-汽车零部件-底盘与发动机系统,专精特新
603819,神力股份,,,,12.87,7.97,0.95,13.11,12.06,5.36,2.23,11666372.0,148605935.0,0.31,28.02,2802187506.69,电力设备-电机Ⅱ-电机Ⅲ,核心供应商
603825,ST华扬,湖南,,"区块链,乡村振兴,数字经济,抖音概念,元宇宙,今日头条概念,华为概念,文创玩具(谷子经济),小红书概念,创投,免税店概念,文化传媒概念,百度概念,在线教育,人工智能,机器人概念,数据要素,ST概念,网红直播,政府控股,数字货币,NFT文交所,微盘股概念,数字中国,杭州亚运会,旅游概念,数据中心,Web3.0,国企改革,人形机器人,虚拟数字人,新零售,DeepSeek概念股,股权激励,TMT,大数据",7.19,4.2,0.29,7.2,6.89,0.88,1.44,2217880.0,15722006.0,-,18.21,1821489808.88,传媒-广告营销-营销代理,核心供应商
603826,坤彩科技,福建,主板,"小盘股,福建自贸区,专精特新,融资融券,新材料,有色金属概念,锂电池概念,钛白粉概念,转融券标的,钛,沪股通",15.44,2.8,0.42,15.49,14.89,0.72,0.93,6106349.0,93227839.0,0.75,131.51,13151174400.0,基础化工-非金属材料Ⅱ-非金属材料Ⅲ,专精特新
603829,洛凯股份,,,,13.92,1.53,0.21,14.15,13.83,1.58,0.86,2949100.0,41287715.0,1.08,25.93,2592824933.28,电力设备-电网设备-配电设备,核心供应商
603833,欧派家居,,,,34.8,-1.72,-0.61,35.55,33.71,1.2,1.41,7279800.0,249252052.0,7.08,211.99,21198519771.6,轻工制造-家居用品-定制家居,行业龙头
603859,能科科技,北京,,"5G概念,数字经济,工业互联网,新型工业化,华为概念,军民融合,物理AI,信创,京津冀一体化,核电概念,人工智能,IT服务概念,云计算,数据要素,军工信息化,军工,数字孪生,大飞机,航空发动机,东数西算/算力,充电桩,工业4.0,智能制造,数字中国,沪股通,商业航天,国产软件,换电概念,人形机器人,航天装备概念,比亚迪概念,DeepSeek概念股,TMT,大数据",40.2,7.17,2.69,41.08,37.5,6.13,2.15,14997658.0,590441131.0,0.21,107.09,9836847580.2,计算机-IT服务Ⅱ-IT服务Ⅲ,核心供应商
603860,中公高科,北京,主板,"国资云概念,专精特新,政府控股,乡村振兴,数字经济,微盘股概念,数字中国,数字乡村,央企央资,国企改革,人工智能,中字头,大数据",25.74,4.51,1.11,25.78,24.68,2.44,1.22,1625500.0,41171903.0,0.8,17.16,1716343200.0,建筑装饰-工程咨询服务Ⅱ-工程咨询服务Ⅲ,专精特新
603861,白云电器,,,,11.77,2.62,0.3,11.8,11.5,2.08,0.78,11014100.0,129192617.0,1.06,63.62,6221462846.06,电力设备-电网设备-配电设备,核心供应商
603869,ST智知,,,,8.06,1.38,0.11,8.08,7.91,0.19,1.35,912390.0,7311821.0,0.3,39.38,3938293223.28,计算机-IT服务Ⅱ-IT服务Ⅲ,核心供应商
603887,城地香江,,,,8.89,2.77,0.24,9.15,8.7,4.14,1.47,24919113.0,223660566.0,-,53.52,5352041552.69,计算机-IT服务Ⅱ-IT服务Ⅲ,核心供应商
603890,春秋电子,,,,17.25,2.31,0.39,18.1,17.25,4.52,1.27,20215474.0,358458008.0,1.16,77.08,7707846186.75,电子-消费电子-消费电子零部件及组装,核心供应商
603893,瑞芯微,,,,188.0,2.87,5.25,193.86,177.77,7.61,1.28,32173508.0,5990797361.0,0.5,795.14,79503968600.0,电子-半导体-数字芯片设计,核心供应商
603895,天永智能,上海,主板,"专精特新,数字孪生,标普道琼斯中国,工业互联网,工业4.0,新能源车,微盘股概念,特斯拉,智能制造,口罩,新型工业化,华为概念,固态电池,储能概念,人形机器人,工业自动化,锂电池概念,机器人概念",22.7,-1.0,-0.23,23.27,22.01,1.98,1.05,2141517.0,47991288.0,-,24.53,2453416000.0,机械设备-专用设备-其他专用设备,专精特新/核心供应商
603897,长城科技,,,,24.5,3.77,0.89,25.1,24.2,3.51,1.04,7251804.0,179282334.0,6.12,50.58,5057674184.5,电力设备-电网设备-线缆部件及其他,核心供应商
603901,永创智能,,,,9.2,2.56,0.23,9.23,9.08,1.59,1.13,8616000.0,79005751.0,0.87,53.06,4989408032.0,机械设备-专用设备-印刷包装机械,核心供应商
603906,龙蟠科技,,,,18.64,1.58,0.29,18.96,18.48,4.44,0.82,25006231.0,467167866.0,-,147.46,11641767478.92,电力设备-电池-电池化学品,核心供应商
603912,佳力图,江苏,主板,"专精特新,腾讯概念,5G概念,液冷概念,东数西算/算力,百度概念,抖音概念,磁悬浮压缩机,沪股通,阿里概念,华为概念,数据中心",7.13,1.13,0.08,7.18,7.06,1.64,0.69,8912400.0,63454558.0,-,38.67,3866786447.7,机械设备-通用设备-制冷空调设备,专精特新/核心供应商
603915,国茂股份,,,,13.12,3.72,0.47,13.32,12.92,1.09,1.25,7146994.0,93794944.0,1.66,87.63,8615018137.6,机械设备-通用设备-金属制品,核心供应商
603918,金桥信息,,,,11.38,2.25,0.25,12.2,10.61,15.06,2.43,54976338.0,629403395.0,-,41.55,4154923645.88,计算机-IT服务Ⅱ-IT服务Ⅲ,核心供应商
603920,世运电路,,,,31.52,-0.38,-0.12,32.99,31.5,5.36,1.63,38642970.0,1247712828.0,1.9,227.13,22713069831.84,电子-元件-印制电路板,核心供应商
603927,中科软,,,,14.03,1.74,0.24,14.21,13.7,2.03,1.41,16850628.0,236683885.0,2.14,116.59,11659491200.0,计算机-软件开发-垂直应用软件,核心供应商
603931,格林达,,,,29.88,0.78,0.23,32.14,29.85,5.37,0.99,10707700.0,332518528.0,0.62,59.63,5962804394.4,电子-电子化学品Ⅱ-电子化学品Ⅲ,核心供应商
603933,睿能科技,,,,17.91,3.05,0.53,18.28,17.85,2.79,1.37,5794900.0,104721405.0,0.34,37.17,3717123338.25,电子-其他电子Ⅱ-其他电子Ⅲ,核心供应商
603936,博敏电子,广东,,"集成电路概念,5G概念,AIPC,新能源车,第三代半导体,华为概念,智能穿戴,6G,IGBT,储能概念,高带宽存储器HBM,无人驾驶,先进封装(Chiplet),物联网,机器人概念,共封装光模块(CPO）,激光雷达,军工,陶瓷基板,融资融券,液冷概念,转融券标的,充电桩,昨日触板,商业航天,沪股通,苹果概念,汽车电子概念,数据中心,PCB概念,消费电子产业,比亚迪概念,存储器,TMT,MiniLED,EDR概念",12.35,3.43,0.41,13.13,12.35,7.36,1.25,46380173.0,591049734.0,0.08,79.7,7785415349.4,电子-元件-印制电路板,核心供应商
603949,雪龙集团,浙江,主板,"汽车零部件概念,创投,军工,专精特新,农机,新能源车,汽车热管理,节能环保",13.62,1.04,0.14,13.76,13.43,1.39,0.79,2924155.0,39691773.0,1.62,28.7,2862995831.88,汽车-汽车零部件-底盘与发动机系统,专精特新
603956,威派格,上海,主板,"区块链,专精特新,华为算力,乡村振兴,数字经济,工业互联网,水利建设,数字乡村,新型工业化,华为概念,信创,华为昇腾,人工智能,物联网,机器人概念,华为鲲鹏,数据要素,空间计算,龙头股,液冷概念,工业4.0,智能制造,新型城镇化建设,数字中国,净水概念,智慧城市,仪器仪表概念,DeepSeek概念股",6.89,4.55,0.3,7.25,6.77,12.23,2.23,69688770.0,487162997.0,-,39.27,3926654310.54,机械设备-专用设备-其他专用设备,专精特新/核心供应商/行业龙头
603958,哈森股份,江苏,,"股权转让,消费电子产业,工业母机,纺织服装概念,智能制造,DeepSeek概念股,3D打印,并购重组,苹果概念,机器人概念,盲盒,华为概念",13.42,4.84,0.62,13.8,13.05,2.94,1.07,6458701.0,87214054.0,-,29.44,2943811200.0,纺织服饰-服装家纺-鞋帽及其他,核心供应商
603960,克来机电,上海,,"融资融券,华为汽车,转融券标的,工业4.0,新能源车,燃料电池概念,智能制造,特斯拉,芯片概念,沪股通,汽车电子概念,新型工业化,华为概念,氢能源,汽车零部件概念,尾气治理,机器视觉,工业自动化,无人驾驶,新质生产力,快递物流,汽车热管理,机器人概念,共封装光模块(CPO）",16.11,6.83,1.03,16.33,15.34,3.56,1.68,9338149.0,147916115.0,0.2,42.24,4224008169.0,汽车-汽车零部件-底盘与发动机系统,核心供应商
603966,法兰泰克,江苏,主板,"专精特新,雅鲁藏布江水电站,工程机械概念,水利建设,沪股通,新型工业化,股权转让,长三角一体化,换电概念,国企改革,核电概念,一带一路,机器人概念",7.92,1.28,0.1,7.95,7.61,1.27,1.02,6620474.0,51742590.0,2.72,41.22,4116000683.52,机械设备-专用设备-能源及重型设备,专精特新
603985,恒润股份,,,,15.22,7.87,1.11,15.52,14.63,5.44,1.9,23987913.0,362990270.0,0.39,67.1,6709858805.66,电力设备-风电设备-风电零部件,核心供应商
603986,兆易创新,,,,378.6,2.02,7.5,408.21,378.0,12.82,1.24,85692178.0,34043468918.0,0.2,2656.81,266302696042.91,电子-半导体-数字芯片设计,核心供应商
603987,康德莱,上海,主板,"SPD(医疗供应链管理),医疗美容概念,专精特新,医疗器械概念,辅助生殖,健康中国",7.4,1.09,0.08,7.41,7.31,0.76,0.94,3301400.0,24300289.0,2.3,32.32,3232252512.0,医药生物-医疗器械-医疗耗材,专精特新
603988,中电电机,,,,19.46,-2.26,-0.45,19.83,18.2,8.4,0.87,19757476.0,378572463.0,0.23,45.77,4576992000.0,电力设备-电机Ⅱ-电机Ⅲ,核心供应商/行业龙头
603989,艾华集团,,,,24.36,0.91,0.22,26.55,24.31,8.2,1.42,32711442.0,835568538.0,0.82,97.14,9714277389.6,电子-元件-被动元件,核心供应商
603990,麦迪科技,,,,18.14,0.78,0.14,18.58,17.82,4.79,0.71,14624157.0,266293591.0,-,55.37,5537152118.34,计算机-软件开发-垂直应用软件,核心供应商
603991,领先股份,广东,,"半导体设备概念,5G概念,昨日高振幅,芯片概念,沪股通,高价股,华为概念,小盘股,股权转让,光通信,新材料,机器视觉,核电概念,26中报业绩反转,存储器,并购重组,先进封装(Chiplet),碳基半导体,科特估",111.65,5.56,5.88,115.1,110.0,4.49,1.23,4017803.0,452942782.0,0.01,170.5,9996750001.7,电子-半导体-半导体设备,核心供应商
603993,洛阳钼业,,,,19.52,2.95,0.56,19.71,19.09,1.31,1.14,228915345.0,4451945013.0,1.47,4176.17,398342214137.29,有色金属-工业金属-铜,行业龙头
603995,甬金股份,浙江,主板,"专精特新,新材料,融资融券,有色金属概念,转融券标的,特钢概念,小金属概念,沪股通,钛,反内卷,含可转债,钢铁概念",20.55,1.38,0.28,20.92,20.21,1.42,1.43,5172695.0,106140443.0,3.89,74.72,7472176108.65,钢铁-特钢Ⅱ-特钢Ⅲ,专精特新
605001,威奥股份,,,,5.22,2.76,0.14,5.25,5.08,1.69,1.3,6631807.0,34386559.0,3.83,20.51,2050864920.0,机械设备-轨交设备Ⅱ-轨交设备Ⅲ,核心供应商
605016,百龙创园,山东,主板,"专精特新,代糖(甜味剂),食品饮料概念,沪股通,保健品概念,参股民营银行",21.3,-2.96,-0.65,21.95,20.86,1.66,0.86,6961098.0,148692690.0,1.24,89.46,8946262416.0,基础化工-化学制品-食品及饲料添加剂,专精特新
605028,世茂能源,,,,26.9,-0.63,-0.17,27.58,26.61,1.42,0.4,2278300.0,61887949.0,3.35,43.04,4304000000.0,公用事业-电力-热力服务,行业龙头
605056,咸亨国际,,,,13.46,2.36,0.31,13.71,13.33,1.0,0.71,4032043.0,54487562.0,2.9,55.1,5429672472.0,机械设备-通用设备-仪器仪表,核心供应商
605058,澳弘电子,,,,23.4,2.72,0.62,23.97,23.4,1.91,1.33,2725098.0,64518244.0,2.14,33.44,3344447808.0,电子-元件-印制电路板,核心供应商
605060,联德股份,浙江,主板,"风电概念,专精特新,燃气轮机,融资融券,农机,液冷概念,转融券标的,工程机械概念,沪股通,筹码集中100,数据中心",35.0,-2.78,-1.0,36.33,34.38,1.8,0.85,4293015.0,150737955.0,1.0,84.21,8362914000.0,机械设备-通用设备-其他通用设备,专精特新/核心供应商
605066,天正电气,,,,6.47,1.89,0.12,6.48,6.37,0.92,0.8,4617750.0,29737903.0,1.55,32.51,3250742318.75,电力设备-电网设备-配电设备,核心供应商
605090,九丰能源,,,,31.88,5.01,1.52,32.38,30.75,3.41,1.16,24061989.0,762681161.0,1.96,225.05,22481886559.84,公用事业-燃气Ⅱ-燃气Ⅲ,行业龙头
605098,行动教育,,,,58.51,3.91,2.2,58.51,54.32,1.11,1.25,1321563.0,74803659.0,4.27,69.77,6977381861.0,社会服务-教育-培训教育,行业龙头
605100,华丰股份,,,,29.23,2.96,0.84,30.3,28.14,2.35,0.95,5599778.0,162735283.0,0.24,69.87,6953957304.0,机械设备-通用设备-金属制品,核心供应商
605108,同庆楼,,,,12.77,0.08,0.01,12.8,12.3,2.68,0.87,6977300.0,88133668.0,0.94,33.2,3320200000.0,社会服务-酒店餐饮-餐饮,行业龙头
605111,新洁能,江苏,主板,"半导体产业,专精特新,新能源车,芯片概念,第三代半导体,氮化镓,宁德时代概念,IGBT,无人驾驶,先进封装(Chiplet),机器人概念,融资融券,低空经济,充电桩,东数西算/算力,转融券标的,无人机,沪股通,碳化硅,汽车电子概念,数据中心,小盘股,光伏概念,比亚迪概念,TMT,汽车芯片,纳入富时罗素,养老金持股",45.83,-5.89,-2.87,48.6,45.7,4.71,0.79,19546986.0,908616116.0,0.42,190.35,19034691545.61,电子-半导体-分立器件,专精特新/核心供应商
605117,德业股份,,,,81.81,-1.71,-1.42,85.46,81.41,1.0,0.81,12682137.0,1058089214.0,2.54,1041.63,104163031055.16,电力设备-光伏设备-逆变器,核心供应商
605118,力鼎光电,福建,主板,"MR头显,安防概念,福建自贸区,专精特新,智能座舱,无人机,智能制造,沪股通,虹膜识别,机器视觉,消费电子产业,无人驾驶,人工智能,富士康概念,TMT,虚拟现实（VR）,机器人概念,电子后视镜",28.3,0.53,0.15,28.55,27.78,0.63,1.0,2568500.0,72403349.0,2.12,116.39,11570978550.0,计算机-计算机设备-安防设备,专精特新/核心供应商
605123,派克新材,江苏,主板,"军工,风电概念,航空发动机,大飞机,专精特新,融资融券,燃气轮机,海工装备,转融券标的,商业航天,沪股通,深海科技,新材料,可控核聚变,SpaceX概念,核电概念,航天装备概念,高端合金",79.17,3.72,2.84,79.8,76.16,1.59,1.11,1931285.0,151930268.0,0.99,95.93,9593099519.64,国防军工-航空装备Ⅱ-航空装备Ⅲ,专精特新
605128,上海沿浦,上海,,"汽车零部件概念,人形机器人,华为汽车,新能源车,高铁,沪股通,机器人概念,华为概念",23.0,7.63,1.63,23.1,21.42,2.04,1.45,6411770.0,145345737.0,0.81,72.22,7221695089.0,汽车-汽车零部件-车身附件及饰件,核心供应商
605179,一鸣食品,,,,19.37,9.99,1.76,19.37,17.0,5.29,3.61,21225497.0,397360288.0,0.33,77.67,7767370000.0,食品饮料-饮料乳品-乳品,行业龙头
605183,确成股份,江苏,主板,"轮胎概念,专精特新,一带一路,沪股通,养老金持股",14.77,1.65,0.24,14.87,14.39,0.31,0.9,1264776.0,18580830.0,2.7,61.32,6091582902.65,基础化工-橡胶-炭黑,专精特新
605186,健麾信息,,,,23.75,7.47,1.65,24.29,22.4,3.21,1.16,4371900.0,102169135.0,-,32.3,3230000000.0,机械设备-自动化设备-其他自动化设备,核心供应商
605196,华通线缆,,,,32.69,3.25,1.03,33.66,30.5,5.37,0.89,27102487.0,881324282.0,-,167.04,16507233310.89,电力设备-电网设备-线缆部件及其他,核心供应商
605199,ST葫芦娃,海南,主板,"ST概念,专精特新,病毒防治,海南自贸区,微盘股概念,医保,生物医药,口罩,肝炎概念,三胎概念,仿制药一致性评价,流感,医药电商,中药概念,独家药品概念,健康中国,创新药,幽门螺杆菌概念",5.82,1.39,0.08,5.87,5.7,0.31,0.99,1231800.0,7120272.0,-,23.29,2328632936.64,医药生物-中药Ⅱ-中药Ⅲ,专精特新
605218,伟时电子,,,,12.6,3.28,0.4,12.95,12.4,1.6,1.25,3402748.0,43191959.0,0.16,30.59,2681701596.0,电子-光学光电子-面板,核心供应商
605222,起帆电缆,,,,18.29,2.46,0.44,18.78,18.09,2.07,1.04,8534840.0,157613171.0,0.33,75.52,7552082802.37,电力设备-电网设备-线缆部件及其他,核心供应商
605258,协和电子,,,,23.8,2.41,0.56,24.36,23.72,2.02,1.08,1781697.0,42865942.0,2.1,20.94,2094400000.0,电子-元件-印制电路板,核心供应商
605259,绿田机械,,,,18.18,1.85,0.33,18.18,17.75,0.42,1.12,727420.0,13045221.0,1.65,31.36,3135686400.0,机械设备-专用设备-其他专用设备,核心供应商
605277,新亚电子,,,,14.65,1.1,0.16,14.9,14.65,1.5,1.09,5725941.0,84546924.0,1.19,56.96,5592809491.0,电子-消费电子-消费电子零部件及组装,核心供应商
605286,同力天启,,,,22.0,1.2,0.26,22.43,21.95,0.92,0.85,1537500.0,34128943.0,0.55,36.96,3696000000.0,机械设备-专用设备-楼宇设备,核心供应商
605288,凯迪股份,,,,54.6,2.94,1.56,57.99,54.1,1.61,1.24,1579885.0,87905727.0,0.97,54.02,5366004844.2,机械设备-自动化设备-工控设备,核心供应商
605298,必得科技,江苏,主板,"铁路基建,专精特新,轨道交通,高铁,沪股通,HALO",46.76,5.08,2.26,47.5,45.08,0.87,1.32,1615390.0,74967380.0,0.43,87.84,8709096760.0,机械设备-轨交设备Ⅱ-轨交设备Ⅲ,专精特新/核心供应商
605299,舒华体育,福建,,"冰雪概念,巴黎奥运会概念,体育产业,足球概念,杭州亚运会,沪股通,跨境电商概念,养老概念,华为概念,26中报预增,华为鸿蒙,人工智能,服务消费,DeepSeek概念股",11.5,4.55,0.5,11.65,10.98,5.49,0.66,22368978.0,256659376.0,1.74,46.88,4688082042.0,轻工制造-文娱用品-娱乐用品,核心供应商
605305,中际联合,北京,主板,"风电概念,专精特新,储能概念,融资融券,京津冀一体化,转融券标的,工程机械概念,秘塔AI,沪股通",38.92,-0.26,-0.1,39.94,38.52,1.85,0.99,3941304.0,154172873.0,1.93,82.71,8271278400.0,机械设备-工程机械-工程机械整机,专精特新
605358,立昂微,浙江,主板,"半导体材料概念,半导体产业,专精特新,5G概念,硅锰,芯片概念,第三代半导体,氮化镓,大硅片,中芯国际概念,无人驾驶,MSCI概念,机器人概念,卫星互联网,共封装光模块(CPO）,激光雷达,融资融券,转融券标的,充电桩,昨日触板,沪股通,商业航天,汽车电子概念,碳化硅,光伏概念,小盘股,新材料,人形机器人,比亚迪概念,26中报业绩反转,存储器,碳基半导体,TMT,汽车芯片,纳入富时罗素,科特估",35.86,-3.34,-1.24,37.4,35.74,5.24,0.91,40443818.0,1467619667.0,0.42,276.91,27691069515.78,电子-半导体-半导体材料,专精特新/核心供应商
605376,博迁新材,江苏,主板,"中盘股,专精特新,有色金属概念,融资融券,硅锰,转融券标的,智能制造,昨日触板,3D打印,沪股通,高价股,被动元件概念,光伏概念,新材料,锂电池概念,小金属概念,MLCC,纳入富时罗素,镍概念",131.1,-3.79,-5.17,138.92,128.8,5.32,0.77,13904561.0,1845426828.0,0.08,342.96,34295760000.0,有色金属-能源金属-镍,专精特新
605378,野马电池,,,,13.65,-0.58,-0.08,13.8,13.4,1.3,1.24,3405989.0,46343153.0,1.1,35.67,3567378360.0,电力设备-电池-蓄电池及其他电池,核心供应商
605389,长龄液压,江苏,主板,"光伏概念,股权转让,专精特新,海工装备,国企改革,工程机械概念,沪股通,减速器,机器人概念",69.48,0.22,0.15,72.44,69.09,0.5,0.82,886400.0,62802164.0,0.96,130.15,12308158830.24,机械设备-工程机械-工程机械器件,专精特新/核心供应商
605398,新炬网络,上海,,"华为算力,数字经济,AI智能体,MLOps概念,华为概念,甲骨文概念,腾讯概念,信创,互联网金融,百度概念,人工智能,阿里概念,机器人概念,IT服务概念,华为鲲鹏,数据要素,短剧/互动游戏,数字中国,沪股通,数据中心,国产软件,长三角一体化,AI编程,蚂蚁金服概念,TMT,大数据,金融科技",20.2,5.1,0.98,20.36,19.2,1.41,1.5,2299000.0,46056220.0,0.07,32.87,3286870855.8,计算机-IT服务Ⅱ-IT服务Ⅲ,核心供应商
605399,晨光新材,江西,主板,"专精特新,融资融券,新材料,硅锰,转融券标的,股权激励,气凝胶,有机硅类",10.15,2.42,0.24,10.18,9.88,1.21,0.94,3753557.0,37661479.0,-,31.6,3157099685.6,基础化工-化学制品-有机硅,专精特新
605488,福莱新材,浙江,主板,"专精特新,昨日首板,昨日触板,华为手机,沪股通,苹果概念,昨日涨停,华为概念,消费电子产业,新材料,人形机器人,手机产业,传感器,包装印刷概念,含可转债,机器人概念",26.98,9.99,2.45,26.98,25.3,4.42,2.33,12185471.0,325571583.0,0.56,80.94,7445889003.1,基础化工-塑料-膜材料,专精特新/核心供应商
605588,冠石科技,江苏,,"半导体产业,半导体材料概念,芯片概念,华为手机,柔性屏,苹果概念,小米概念,华为概念,消费电子产业,手机产业,OLED,富士康概念,TMT,碳基半导体",39.93,5.19,1.97,41.44,39.71,2.87,0.97,2095500.0,84626461.0,-,29.26,2918865470.73,电子-光学光电子-光学元件,核心供应商
688001,华兴源创,,,,43.18,2.81,1.18,47.64,43.1,2.09,1.1,9871164.0,449807451.0,0.0,203.62,20362203428.42,机械设备-通用设备-仪器仪表,核心供应商
688003,天准科技,江苏,科创板,"MR头显,集成电路概念,半导体产业,专精特新,昨日高振幅,新能源车,芯片概念,第三代半导体,新型工业化,小米概念,百度概念,边缘计算,无人驾驶,人工智能,先进封装(Chiplet),机器人概念,车联网(车路协同),人民币贬值受益,半导体设备概念,融资融券,低空经济,转融券标的,智能制造,沪股通,苹果概念,光伏概念,小盘股,英伟达概念,PCB概念,消费电子产业,机器视觉,人形机器人,DeepSeek概念股,科创企业同股同权,快递物流,含可转债",63.66,-7.47,-5.14,69.56,63.51,3.22,0.98,6269206.0,411167066.0,0.78,124.0,12399842236.56,机械设备-自动化设备-其他自动化设备,专精特新/核心供应商
688004,博汇科技,北京,科创板,"数据安全,数字孪生,融资融券,转融券标的,微盘股概念,超高清视频,教育信息化,短视频,网络安全,华为概念,国产软件,信创,广电系,文化传媒概念,在线教育,人工智能,科创企业同股同权,TMT,Gemini多模态,IT服务概念,华为鲲鹏,大数据,数据要素",22.98,7.99,1.7,23.25,21.07,4.78,1.09,3831559.0,86169258.0,0.0,18.4,1840422240.0,计算机-IT服务Ⅱ-IT服务Ⅲ,核心供应商
688005,容百科技,,,,27.95,0.68,0.19,28.69,27.7,2.46,1.2,17580823.0,494247923.0,1.31,199.74,19973594118.4,电力设备-电池-电池化学品,核心供应商
688006,杭可科技,,,,20.92,2.25,0.46,21.52,20.84,1.98,1.1,11963674.0,252906197.0,0.87,126.29,12628821419.84,电力设备-电池-锂电专用设备,核心供应商
688007,光峰科技,,,,10.32,3.1,0.31,10.42,10.2,1.37,1.13,6296666.0,65051216.0,0.24,47.43,4743233353.2,电子-消费电子-品牌消费电子,核心供应商
688008,澜起科技,,,,204.9,4.13,8.12,223.0,204.6,5.74,1.09,65670933.0,14138178686.0,0.29,2500.88,252205633212.58,电子-半导体-数字芯片设计,核心供应商
688009,中国通号,北京,科创板,"中盘股,政府控股,低空经济,融资融券,5G概念,行业龙头,转融券标的,大央企重组,芯片概念,沪股通,智慧城市,华为概念,铁路基建,央企央资,国企改革,科创板做市股,一带一路,轨道交通,中字头,高铁,科创企业同股同权,AH股,MSCI概念,纳入富时罗素",5.11,-1.35,-0.07,5.2,5.08,0.56,1.38,48333970.0,246778446.0,3.33,541.14,49796469902.08,机械设备-轨交设备Ⅱ-轨交设备Ⅲ,核心供应商/行业龙头
